"U_mps","temp_C","Exc_value","Pool_stage_ft","Lake_Sak_Upper_RM","spawn_rkm","p_retained","p_conserv","phi0_MR","phi0","lambda"
0.5,22,75,1833,1527.4,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,22,75,1833,1527.4,2833.449,0.746,0.5,5.5e-05,4.103e-05,0.995201710168153
0.9,22,75,1833,1527.4,2833.449,0.018,0.01,5.5e-05,9.9e-07,0.896497253135409
0.5,24,75,1833,1527.4,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,24,75,1833,1527.4,2833.449,0.961,0.95,5.5e-05,5.2855e-05,1.00573481711738
0.9,24,75,1833,1527.4,2833.449,0.047,0.01,5.5e-05,2.585e-06,0.91620267831049
0.5,14,50,1843,1535.89,2833.449,0.956,0.95,5.5e-05,5.258e-05,1.00550903568477
0.7,14,50,1843,1535.89,2833.449,0.009,0.001,5.5e-05,4.95e-07,0.883365710672189
0.9,14,50,1843,1535.89,2833.449,0,0,5.5e-05,0,0
0.5,16,50,1843,1535.89,2833.449,0.974,0.95,5.5e-05,5.357e-05,1.00631816739083
0.7,16,50,1843,1535.89,2833.449,0.017,0.01,5.5e-05,9.35e-07,0.895384488782591
0.9,16,50,1843,1535.89,2833.449,0,0,5.5e-05,0,0
0.5,18,50,1843,1535.89,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,18,50,1843,1535.89,2833.449,0.107,0.1,5.5e-05,5.885e-06,0.935165833520298
0.9,18,50,1843,1535.89,2833.449,0.003,0.001,5.5e-05,1.65e-07,0.86386405213516
0.5,20,50,1843,1535.89,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,20,50,1843,1535.89,2833.449,0.215,0.1,5.5e-05,1.1825e-05,0.953549667265666
0.9,20,50,1843,1535.89,2833.449,0.005,0.001,5.5e-05,2.75e-07,0.872760928921263
0.5,22,50,1843,1535.89,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,22,50,1843,1535.89,2833.449,0.544,0.5,5.5e-05,2.992e-05,0.983194441673281
0.9,22,50,1843,1535.89,2833.449,0.009,0.001,5.5e-05,4.95e-07,0.883365710672189
0.5,24,50,1843,1535.89,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,24,50,1843,1535.89,2833.449,0.874,0.75,5.5e-05,4.807e-05,1.00168687971747
0.9,24,50,1843,1535.89,2833.449,0.029,0.01,5.5e-05,1.595e-06,0.906028673890294
0.5,14,25,1848,1544.17,2833.449,0.832,0.75,5.5e-05,4.576e-05,0.999634600399143
0.7,14,25,1848,1544.17,2833.449,0.007,0.001,5.5e-05,3.85e-07,0.878778679951122
0.9,14,25,1848,1544.17,2833.449,0,0,5.5e-05,0,0
0.5,16,25,1848,1544.17,2833.449,0.955,0.95,5.5e-05,5.2525e-05,1.00546378393476
0.7,16,25,1848,1544.17,2833.449,0.009,0.001,5.5e-05,4.95e-07,0.883365710672189
0.9,16,25,1848,1544.17,2833.449,0,0,5.5e-05,0,0
0.5,18,25,1848,1544.17,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,18,25,1848,1544.17,2833.449,0.04,0.01,5.5e-05,2.2e-06,0.912738439428204
0.9,18,25,1848,1544.17,2833.449,0,0,5.5e-05,0,0
0.5,20,25,1848,1544.17,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,20,25,1848,1544.17,2833.449,0.142,0.1,5.5e-05,7.81e-06,0.942313253872409
0.9,20,25,1848,1544.17,2833.449,0.004,0.001,5.5e-05,2.2e-07,0.86884115920681
0.5,22,25,1848,1544.17,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,22,25,1848,1544.17,2833.449,0.319,0.25,5.5e-05,1.7545e-05,0.965269940842753
0.9,22,25,1848,1544.17,2833.449,0.007,0.001,5.5e-05,3.85e-07,0.878778679951122
0.5,24,25,1848,1544.17,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,24,25,1848,1544.17,2833.449,0.73,0.5,5.5e-05,4.015e-05,0.99433902233862
0.9,24,25,1848,1544.17,2833.449,0.011,0.01,5.5e-05,6.05e-07,0.887090684809874
0.5,14,10,1850,1555.04,2833.449,0.587,0.5,5.5e-05,3.2285e-05,0.985981557605728
0.7,14,10,1850,1555.04,2833.449,0.004,0.001,5.5e-05,2.2e-07,0.86884115920681
0.9,14,10,1850,1555.04,2833.449,0,0,5.5e-05,0,0
0.5,16,10,1850,1555.04,2833.449,0.774,0.75,5.5e-05,4.257e-05,0.996681502325326
0.7,16,10,1850,1555.04,2833.449,0.006,0.001,5.5e-05,3.3e-07,0.876004978745041
0.9,16,10,1850,1555.04,2833.449,0,0,5.5e-05,0,0
0.5,18,10,1850,1555.04,2833.449,0.972,0.95,5.5e-05,5.346e-05,1.00622876405925
0.7,18,10,1850,1555.04,2833.449,0.014,0.01,5.5e-05,7.7e-07,0.891647185932507
0.9,18,10,1850,1555.04,2833.449,0,0,5.5e-05,0,0
0.5,20,10,1850,1555.04,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,20,10,1850,1555.04,2833.449,0.044,0.01,5.5e-05,2.42e-06,0.914777244796606
0.9,20,10,1850,1555.04,2833.449,0.001,0.001,5.5e-05,5.5e-08,0.845535542510322
0.5,22,10,1850,1555.04,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,22,10,1850,1555.04,2833.449,0.171,0.1,5.5e-05,9.405e-06,0.947225420428251
0.9,22,10,1850,1555.04,2833.449,0.005,0.001,5.5e-05,2.75e-07,0.872760928921263
0.5,24,10,1850,1555.04,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,24,10,1850,1555.04,2833.449,0.433,0.25,5.5e-05,2.3815e-05,0.975200302062679
0.9,24,10,1850,1555.04,2833.449,0.007,0.001,5.5e-05,3.85e-07,0.878778679951122
0.5,14,5,1853,1562.68,2833.449,0.349,0.25,5.5e-05,1.9195e-05,0.968106530968321
0.7,14,5,1853,1562.68,2833.449,0.003,0.001,5.5e-05,1.65e-07,0.86386405213516
0.9,14,5,1853,1562.68,2833.449,0,0,5.5e-05,0,0
0.5,16,5,1853,1562.68,2833.449,0.575,0.5,5.5e-05,3.1625e-05,0.985218500370831
0.7,16,5,1853,1562.68,2833.449,0.005,0.001,5.5e-05,2.75e-07,0.872760928921263
0.9,16,5,1853,1562.68,2833.449,0,0,5.5e-05,0,0
0.5,18,5,1853,1562.68,2833.449,0.953,0.95,5.5e-05,5.2415e-05,1.00537318451493
0.7,18,5,1853,1562.68,2833.449,0.009,0.001,5.5e-05,4.95e-07,0.883365710672189
0.9,18,5,1853,1562.68,2833.449,0,0,5.5e-05,0,0
0.5,20,5,1853,1562.68,2833.449,0.98,0.95,5.5e-05,5.39e-05,1.00658563760619
0.7,20,5,1853,1562.68,2833.449,0.026,0.01,5.5e-05,1.43e-06,0.903804945475169
0.9,20,5,1853,1562.68,2833.449,0,0,5.5e-05,0,0
0.5,22,5,1853,1562.68,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,22,5,1853,1562.68,2833.449,0.1,0.05,5.5e-05,5.5e-06,0.933510899426847
0.9,22,5,1853,1562.68,2833.449,0.003,0.001,5.5e-05,1.65e-07,0.86386405213516
0.5,24,5,1853,1562.68,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,24,5,1853,1562.68,2833.449,0.23,0.1,5.5e-05,1.265e-05,0.955475065570764
0.9,24,5,1853,1562.68,2833.449,0.006,0.001,5.5e-05,3.3e-07,0.876004978745041
0.5,14,0,1856,1564.87,2833.449,0.274,0.25,5.5e-05,1.507e-05,0.960618174155336
0.7,14,0,1856,1564.87,2833.449,0.002,0.001,5.5e-05,1.1e-07,0.856982360022381
0.9,14,0,1856,1564.87,2833.449,0,0,5.5e-05,0,0
0.5,16,0,1856,1564.87,2833.449,0.515,0.5,5.5e-05,2.8325e-05,0.981226425159917
0.7,16,0,1856,1564.87,2833.449,0.004,0.001,5.5e-05,2.2e-07,0.86884115920681
0.9,16,0,1856,1564.87,2833.449,0,0,5.5e-05,0,0
0.5,18,0,1856,1564.87,2833.449,0.912,0.9,5.5e-05,5.016e-05,1.00348694704425
0.7,18,0,1856,1564.87,2833.449,0.008,0.001,5.5e-05,4.4e-07,0.881205532518689
0.9,18,0,1856,1564.87,2833.449,0,0,5.5e-05,0,0
0.5,20,0,1856,1564.87,2833.449,0.974,0.95,5.5e-05,5.357e-05,1.00631816739083
0.7,20,0,1856,1564.87,2833.449,0.02,0.01,5.5e-05,1.1e-06,0.898564110992154
0.9,20,0,1856,1564.87,2833.449,0,0,5.5e-05,0,0
0.5,22,0,1856,1564.87,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,22,0,1856,1564.87,2833.449,0.071,0.05,5.5e-05,3.905e-06,0.925414657298639
0.9,22,0,1856,1564.87,2833.449,0.002,0.001,5.5e-05,1.1e-07,0.856982360022381
0.5,24,0,1856,1564.87,2833.449,1,0.999,5.5e-05,5.5e-05,1.00746931939612
0.7,24,0,1856,1564.87,2833.449,0.208,0.1,5.5e-05,1.144e-05,0.952615513842506
0.9,24,0,1856,1564.87,2833.449,0.005,0.001,5.5e-05,2.75e-07,0.872760928921263
0.5,14,100,1813,1507.01,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,14,100,1813,1507.01,2833.449,0.105,0.1,6e-05,6.3e-06,0.936852786835769
0.9,14,100,1813,1507.01,2833.449,0.003,0.001,6e-05,1.8e-07,0.865360733057404
0.5,16,100,1813,1507.01,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,16,100,1813,1507.01,2833.449,0.176,0.1,6e-05,1.056e-05,0.950384993575457
0.9,16,100,1813,1507.01,2833.449,0.004,0.001,6e-05,2.4e-07,0.870363213221618
0.5,18,100,1813,1507.01,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,18,100,1813,1507.01,2833.449,0.552,0.5,6e-05,3.312e-05,0.986931543767967
0.9,18,100,1813,1507.01,2833.449,0.008,0.001,6e-05,4.8e-07,0.88279953316804
0.5,20,100,1813,1507.01,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,20,100,1813,1507.01,2833.449,0.819,0.75,6e-05,4.914e-05,1.00261491289348
0.9,20,100,1813,1507.01,2833.449,0.024,0.01,6e-05,1.44e-06,0.90394607988654
0.5,22,100,1813,1507.01,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,22,100,1813,1507.01,2833.449,0.967,0.95,6e-05,5.802e-05,1.00983582943273
0.9,22,100,1813,1507.01,2833.449,0.09,0.05,6e-05,5.4e-06,0.933065423231094
0.5,24,100,1813,1507.01,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,24,100,1813,1507.01,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.9,24,100,1813,1507.01,2833.449,0.222,0.1,6e-05,1.332e-05,0.95696905344722
0.5,14,95,1818,1513.37,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,14,95,1818,1513.37,2833.449,0.045,0.01,6e-05,2.7e-06,0.91715005714529
0.9,14,95,1818,1513.37,2833.449,0.001,0.001,6e-05,6e-08,0.846952342331404
0.5,16,95,1818,1513.37,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,16,95,1818,1513.37,2833.449,0.127,0.1,6e-05,7.62e-06,0.941675892057116
0.9,16,95,1818,1513.37,2833.449,0.003,0.001,6e-05,1.8e-07,0.865360733057404
0.5,18,95,1818,1513.37,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,18,95,1818,1513.37,2833.449,0.393,0.25,6e-05,2.358e-05,0.974864716460334
0.9,18,95,1818,1513.37,2833.449,0.007,0.001,6e-05,4.2e-07,0.880357439805442
0.5,20,95,1818,1513.37,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,20,95,1818,1513.37,2833.449,0.715,0.5,6e-05,4.29e-05,0.996993835001531
0.9,20,95,1818,1513.37,2833.449,0.012,0.01,6e-05,7.2e-07,0.890369463941414
0.5,22,95,1818,1513.37,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,22,95,1818,1513.37,2833.449,0.954,0.95,6e-05,5.724e-05,1.00923270114251
0.9,22,95,1818,1513.37,2833.449,0.045,0.01,6e-05,2.7e-06,0.91715005714529
0.5,24,95,1818,1513.37,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,24,95,1818,1513.37,2833.449,0.992,0.99,6e-05,5.952e-05,1.01098054760299
0.9,24,95,1818,1513.37,2833.449,0.172,0.1,6e-05,1.032e-05,0.949751606312073
0.5,14,90,1822,1516.58,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,14,90,1822,1516.58,2833.449,0.038,0.01,6e-05,2.28e-06,0.913499650220601
0.9,14,90,1822,1516.58,2833.449,0,0,6e-05,0,0
0.5,16,90,1822,1516.58,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,16,90,1822,1516.58,2833.449,0.103,0.1,6e-05,6.18e-06,0.936374598155909
0.9,16,90,1822,1516.58,2833.449,0.003,0.001,6e-05,1.8e-07,0.865360733057404
0.5,18,90,1822,1516.58,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,18,90,1822,1516.58,2833.449,0.306,0.25,6e-05,1.836e-05,0.96669452288579
0.9,18,90,1822,1516.58,2833.449,0.006,0.001,6e-05,3.6e-07,0.877567024466953
0.5,20,90,1822,1516.58,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,20,90,1822,1516.58,2833.449,0.642,0.5,6e-05,3.852e-05,0.99270627917981
0.9,20,90,1822,1516.58,2833.449,0.01,0.001,6e-05,6e-07,0.886935478655574
0.5,22,90,1822,1516.58,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,22,90,1822,1516.58,2833.449,0.919,0.9,6e-05,5.514e-05,1.00758093188266
0.9,22,90,1822,1516.58,2833.449,0.039,0.01,6e-05,2.34e-06,0.914055359952039
0.5,24,90,1822,1516.58,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,24,90,1822,1516.58,2833.449,0.984,0.95,6e-05,5.904e-05,1.01061636827797
0.9,24,90,1822,1516.58,2833.449,0.147,0.1,6e-05,8.82e-06,0.945506797908731
0.5,14,75,1833,1527.4,2833.449,0.975,0.95,6e-05,5.85e-05,1.01020428081279
0.7,14,75,1833,1527.4,2833.449,0.016,0.01,6e-05,9.6e-07,0.895897458329807
0.9,14,75,1833,1527.4,2833.449,0,0,6e-05,0,0
0.5,16,75,1833,1527.4,2833.449,0.995,0.99,6e-05,5.97e-05,1.01111660613673
0.7,16,75,1833,1527.4,2833.449,0.035,0.01,6e-05,2.1e-06,0.911752017622589
0.9,16,75,1833,1527.4,2833.449,0,0,6e-05,0,0
0.5,18,75,1833,1527.4,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,18,75,1833,1527.4,2833.449,0.177,0.1,6e-05,1.062e-05,0.950541581164532
0.9,18,75,1833,1527.4,2833.449,0.004,0.001,6e-05,2.4e-07,0.870363213221618
0.5,20,75,1833,1527.4,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,20,75,1833,1527.4,2833.449,0.375,0.25,6e-05,2.25e-05,0.973290788626654
0.9,20,75,1833,1527.4,2833.449,0.007,0.001,6e-05,4.2e-07,0.880357439805442
0.5,22,75,1833,1527.4,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,22,75,1833,1527.4,2833.449,0.746,0.5,6e-05,4.476e-05,0.998724350187593
0.9,22,75,1833,1527.4,2833.449,0.018,0.01,6e-05,1.08e-06,0.898202662519312
0.5,24,75,1833,1527.4,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,24,75,1833,1527.4,2833.449,0.961,0.95,6e-05,5.766e-05,1.00955814421092
0.9,24,75,1833,1527.4,2833.449,0.047,0.01,6e-05,2.82e-06,0.918102014653055
0.5,14,50,1843,1535.89,2833.449,0.956,0.95,6e-05,5.736e-05,1.0093258482357
0.7,14,50,1843,1535.89,2833.449,0.009,0.001,6e-05,5.4e-07,0.884973788234061
0.9,14,50,1843,1535.89,2833.449,0,0,6e-05,0,0
0.5,16,50,1843,1535.89,2833.449,0.974,0.95,6e-05,5.844e-05,1.01015833576626
0.7,16,50,1843,1535.89,2833.449,0.017,0.01,6e-05,1.02e-06,0.897080787711801
0.9,16,50,1843,1535.89,2833.449,0,0,6e-05,0,0
0.5,18,50,1843,1535.89,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,18,50,1843,1535.89,2833.449,0.107,0.1,6e-05,6.42e-06,0.937323579394335
0.9,18,50,1843,1535.89,2833.449,0.003,0.001,6e-05,1.8e-07,0.865360733057404
0.5,20,50,1843,1535.89,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,20,50,1843,1535.89,2833.449,0.215,0.1,6e-05,1.29e-05,0.956039444889984
0.9,20,50,1843,1535.89,2833.449,0.005,0.001,6e-05,3e-07,0.874304322665422
0.5,22,50,1843,1535.89,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,22,50,1843,1535.89,2833.449,0.544,0.5,6e-05,3.264e-05,0.986387506684542
0.9,22,50,1843,1535.89,2833.449,0.009,0.001,6e-05,5.4e-07,0.884973788234061
0.5,24,50,1843,1535.89,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,24,50,1843,1535.89,2833.449,0.874,0.75,6e-05,5.244e-05,1.00539378653954
0.9,24,50,1843,1535.89,2833.449,0.029,0.01,6e-05,1.74e-06,0.90781969237454
0.5,14,25,1848,1544.17,2833.449,0.832,0.75,6e-05,4.992e-05,1.00328284817225
0.7,14,25,1848,1544.17,2833.449,0.007,0.001,6e-05,4.2e-07,0.880357439805442
0.9,14,25,1848,1544.17,2833.449,0,0,6e-05,0,0
0.5,16,25,1848,1544.17,2833.449,0.955,0.95,6e-05,5.73e-05,1.00927929108305
0.7,16,25,1848,1544.17,2833.449,0.009,0.001,6e-05,5.4e-07,0.884973788234061
0.9,16,25,1848,1544.17,2833.449,0,0,6e-05,0,0
0.5,18,25,1848,1544.17,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,18,25,1848,1544.17,2833.449,0.04,0.01,6e-05,2.4e-06,0.914598749916039
0.9,18,25,1848,1544.17,2833.449,0,0,6e-05,0,0
0.5,20,25,1848,1544.17,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,20,25,1848,1544.17,2833.449,0.142,0.1,6e-05,8.52e-06,0.944590097733689
0.9,20,25,1848,1544.17,2833.449,0.004,0.001,6e-05,2.4e-07,0.870363213221618
0.5,22,25,1848,1544.17,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,22,25,1848,1544.17,2833.449,0.319,0.25,6e-05,1.914e-05,0.968014927810319
0.9,22,25,1848,1544.17,2833.449,0.007,0.001,6e-05,4.2e-07,0.880357439805442
0.5,24,25,1848,1544.17,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,24,25,1848,1544.17,2833.449,0.73,0.5,6e-05,4.38e-05,0.997837420546987
0.9,24,25,1848,1544.17,2833.449,0.011,0.01,6e-05,6.6e-07,0.888724236149023
0.5,14,10,1850,1555.04,2833.449,0.587,0.5,6e-05,3.522e-05,0.989249436152192
0.7,14,10,1850,1555.04,2833.449,0.004,0.001,6e-05,2.4e-07,0.870363213221618
0.9,14,10,1850,1555.04,2833.449,0,0,6e-05,0,0
0.5,16,10,1850,1555.04,2833.449,0.774,0.75,6e-05,4.644e-05,1.00024588769442
0.7,16,10,1850,1555.04,2833.449,0.006,0.001,6e-05,3.6e-07,0.877567024466953
0.9,16,10,1850,1555.04,2833.449,0,0,6e-05,0,0
0.5,18,10,1850,1555.04,2833.449,0.972,0.95,6e-05,5.832e-05,1.0100663504854
0.7,18,10,1850,1555.04,2833.449,0.014,0.01,6e-05,8.4e-07,0.893314120665131
0.9,18,10,1850,1555.04,2833.449,0,0,6e-05,0,0
0.5,20,10,1850,1555.04,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,20,10,1850,1555.04,2833.449,0.044,0.01,6e-05,2.64e-06,0.916660243064339
0.9,20,10,1850,1555.04,2833.449,0.001,0.001,6e-05,6e-08,0.846952342331404
0.5,22,10,1850,1555.04,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,22,10,1850,1555.04,2833.449,0.171,0.1,6e-05,1.026e-05,0.949591461830987
0.9,22,10,1850,1555.04,2833.449,0.005,0.001,6e-05,3e-07,0.874304322665422
0.5,24,10,1850,1555.04,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,24,10,1850,1555.04,2833.449,0.433,0.25,6e-05,2.598e-05,0.978185846642449
0.9,24,10,1850,1555.04,2833.449,0.007,0.001,6e-05,4.2e-07,0.880357439805442
0.5,14,5,1853,1562.68,2833.449,0.349,0.25,6e-05,2.094e-05,0.970918092955044
0.7,14,5,1853,1562.68,2833.449,0.003,0.001,6e-05,1.8e-07,0.865360733057404
0.9,14,5,1853,1562.68,2833.449,0,0,6e-05,0,0
0.5,16,5,1853,1562.68,2833.449,0.575,0.5,6e-05,3.45e-05,0.988465782120771
0.7,16,5,1853,1562.68,2833.449,0.005,0.001,6e-05,3e-07,0.874304322665422
0.9,16,5,1853,1562.68,2833.449,0,0,6e-05,0,0
0.5,18,5,1853,1562.68,2833.449,0.953,0.95,6e-05,5.718e-05,1.00918607835573
0.7,18,5,1853,1562.68,2833.449,0.009,0.001,6e-05,5.4e-07,0.884973788234061
0.9,18,5,1853,1562.68,2833.449,0,0,6e-05,0,0
0.5,20,5,1853,1562.68,2833.449,0.98,0.95,6e-05,5.88e-05,1.01043353230458
0.7,20,5,1853,1562.68,2833.449,0.026,0.01,6e-05,1.56e-06,0.905574713978965
0.9,20,5,1853,1562.68,2833.449,0,0,6e-05,0,0
0.5,22,5,1853,1562.68,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,22,5,1853,1562.68,2833.449,0.1,0.05,6e-05,6e-06,0.935642840448486
0.9,22,5,1853,1562.68,2833.449,0.003,0.001,6e-05,1.8e-07,0.865360733057404
0.5,24,5,1853,1562.68,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,24,5,1853,1562.68,2833.449,0.23,0.1,6e-05,1.38e-05,0.958004491290691
0.9,24,5,1853,1562.68,2833.449,0.006,0.001,6e-05,3.6e-07,0.877567024466953
0.5,14,0,1856,1564.87,2833.449,0.274,0.25,6e-05,1.644e-05,0.96325794745975
0.7,14,0,1856,1564.87,2833.449,0.002,0.001,6e-05,1.2e-07,0.858446774076073
0.9,14,0,1856,1564.87,2833.449,0,0,6e-05,0,0
0.5,16,0,1856,1564.87,2833.449,0.515,0.5,6e-05,3.09e-05,0.984367386420039
0.7,16,0,1856,1564.87,2833.449,0.004,0.001,6e-05,2.4e-07,0.870363213221618
0.9,16,0,1856,1564.87,2833.449,0,0,6e-05,0,0
0.5,18,0,1856,1564.87,2833.449,0.912,0.9,6e-05,5.472e-05,1.00724551941998
0.7,18,0,1856,1564.87,2833.449,0.008,0.001,6e-05,4.8e-07,0.88279953316804
0.9,18,0,1856,1564.87,2833.449,0,0,6e-05,0,0
0.5,20,0,1856,1564.87,2833.449,0.974,0.95,6e-05,5.844e-05,1.01015833576626
0.7,20,0,1856,1564.87,2833.449,0.02,0.01,6e-05,1.2e-06,0.900286910050728
0.9,20,0,1856,1564.87,2833.449,0,0,6e-05,0,0
0.5,22,0,1856,1564.87,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,22,0,1856,1564.87,2833.449,0.071,0.05,6e-05,4.26e-06,0.927429589484268
0.9,22,0,1856,1564.87,2833.449,0.002,0.001,6e-05,1.2e-07,0.858446774076073
0.5,24,0,1856,1564.87,2833.449,1,0.999,6e-05,6e-05,1.01134275931598
0.7,24,0,1856,1564.87,2833.449,0.208,0.1,6e-05,1.248e-05,0.955086385958483
0.9,24,0,1856,1564.87,2833.449,0.005,0.001,6e-05,3e-07,0.874304322665422
0.5,14,100,1813,1507.01,2833.449,1,0.999,6.5e-05,6.5e-05,1.01500500848966
0.7,14,100,1813,1507.01,2833.449,0.105,0.1,6.5e-05,6.825e-06,0.938861240234229
0.9,14,100,1813,1507.01,2833.449,0.003,0.001,6.5e-05,1.95e-07,0.866744110180772
0.5,16,100,1813,1507.01,2833.449,1,0.999,6.5e-05,6.5e-05,1.01500500848966
0.7,16,100,1813,1507.01,2833.449,0.176,0.1,6.5e-05,1.144e-05,0.952615513842506
0.9,16,100,1813,1507.01,2833.449,0.004,0.001,6.5e-05,2.6e-07,0.871770547483583
0.5,18,100,1813,1507.01,2833.449,1,0.999,6.5e-05,6.5e-05,1.01500500848966
0.7,18,100,1813,1507.01,2833.449,0.552,0.5,6.5e-05,3.588e-05,0.989958122194483
0.9,18,100,1813,1507.01,2833.449,0.008,0.001,6.5e-05,5.2e-07,0.884274994215951
0.5,20,100,1813,1507.01,2833.449,1,0.999,6.5e-05,6.5e-05,1.01500500848966
0.7,20,100,1813,1507.01,2833.449,0.819,0.75,6.5e-05,5.3235e-05,1.00604550685595
0.9,20,100,1813,1507.01,2833.449,0.024,0.01,6.5e-05,1.56e-06,0.905574713978967
0.5,22,100,1813,1507.01,2833.449,1,0.999,6.5e-05,6.5e-05,1.01500500848966
0.7,22,100,1813,1507.01,2833.449,0.967,0.95,6.5e-05,6.2855e-05,1.01345792192711
0.9,22,100,1813,1507.01,2833.449,0.09,0.05,6.5e-05,5.85e-06,0.935019135955056
0.5,24,100,1813,1507.01,2833.449,1,0.999,6.5e-05,6.5e-05,1.01500500848966
0.7,24,100,1813,1507.01,2833.449,1,0.999,6.5e-05,6.5e-05,1.01500500848966
0.9,24,100,1813,1507.01,2833.449,0.222,0.1,6.5e-05,1.443e-05,0.959322785679773
0.5,14,95,1818,1513.37,2833.449,1,0.999,6.5e-05,6.5e-05,1.01500500848966
0.7,14,95,1818,1513.37,2833.449,0.045,0.01,6.5e-05,2.925e-06,0.918906639871901
0.9,14,95,1818,1513.37,2833.449,0.001,0.001,6.5e-05,6.5e-08,0.848260556296061
0.5,16,95,1818,1513.37,2833.449,1,0.999,6.5e-05,6.5e-05,1.01500500848966
0.7,16,95,1818,1513.37,2833.449,0.127,0.1,6.5e-05,8.255e-06,0.943758696489004
0.9,16,95,1818,1513.37,2833.449,0.003,0.001,6.5e-05,1.95e-07,0.866744110180772
0.5,18,95,1818,1513.37,2833.449,1,0.999,6.5e-05,6.5e-05,1.01500500848966
0.7,18,95,1818,1513.37,2833.449,0.393,0.25,6.5e-05,2.5545e-05,0.977600625104818
0.9,18,95,1818,1513.37,2833.449,0.007,0.001,6.5e-05,4.55e-07,0.881818446509802
0.5,20,95,1818,1513.37,2833.449,1,0.999,6.5e-05,6.5e-05,1.01500500848966
0.7,20,95,1818,1513.37,2833.449,0.715,0.5,6.5e-05,4.6475e-05,1.00027718632072
0.9,20,95,1818,1513.37,2833.449,0.012,0.01,6.5e-05,7.8e-07,0.891893590211637
0.5,22,95,1818,1513.37,2833.449,1,0.999,6.5e-05,6.5e-05,1.01500500848966
0.7,22,95,1818,1513.37,2833.449,0.954,0.95,6.5e-05,6.201e-05,1.01283873410893
0.9,22,95,1818,1513.37,2833.449,0.045,0.01,6.5e-05,2.925e-06,0.918906639871901
0.5,24,95,1818,1513.37,2833.449,1,0.999,6.5e-05,6.5e-05,1.01500500848966
0.7,24,95,1818,1513.37,2833.449,0.992,0.99,6.5e-05,6.448e-05,1.0146331409412
